-1.660426259040832520e-01,8.284933865070343018e-02,-9.689454436302185059e-01
-1.614816635847091675e-01,7.088704407215118408e-02,-9.680126905441284180e-01
-1.438986510038375854e-01,9.076330065727233887e-02,-9.665387272834777832e-01
-1.743004918098449707e-01,6.916340440511703491e-02,-9.684783816337585449e-01
-1.757075190544128418e-01,8.392646908760070801e-02,-9.692839980125427246e-01
-1.405420899391174316e-01,6.634403765201568604e-02,-9.650908708572387695e-01
-1.528865993022918701e-01,5.335354059934616089e-02,-9.658366441726684570e-01
-1.404880881309509277e-01,1.121693328022956848e-01,-9.657834768295288086e-01
-1.637425273656845093e-01,5.228579416871070862e-02,-9.664744138717651367e-01
-1.504366695880889893e-01,1.199194788932800293e-01,-9.655709266662597656e-01
-1.831910461187362671e-01,7.102139294147491455e-02,-9.685178995132446289e-01
-1.753784865140914917e-01,9.954779595136642456e-02,-9.683580398559570312e-01
-1.907269954681396484e-01,8.570440113544464111e-02,-9.692668318748474121e-01
-1.314644515514373779e-01,5.293516442179679871e-02,-9.621577262878417969e-01
-1.322768032550811768e-01,1.293971389532089233e-01,-9.639437198638916016e-01
-1.467913482338190079e-02,1.391622424125671387e-01,-9.608392715454101562e-01
-1.024933829903602600e-01,1.084411516785621643e-01,-9.608798623085021973e-01
-2.869413699954748154e-03,1.434217989444732666e-01,-9.614142775535583496e-01
-1.146860197186470032e-01,1.207051649689674377e-01,-9.628523588180541992e-01
-1.550576388835906982e-01,1.265022158622741699e-01,-9.642709493637084961e-01
-2.196231484413146973e-02,1.498273164033889771e-01,-9.602418541908264160e-01
4.640830308198928833e-02,-1.228815913200378418e-01,-9.525017738342285156e-01
3.191563114523887634e-02,-1.201457753777503967e-01,-9.518911838531494141e-01
-1.395048499107360840e-01,1.330856233835220337e-01,-9.632504582405090332e-01
-3.758040070533752441e-02,1.252515166997909546e-01,-9.596607089042663574e-01
-3.470405563712120056e-02,1.373999267816543579e-01,-9.597353339195251465e-01
-6.961593776941299438e-02,1.393449008464813232e-01,-9.602092504501342773e-01
2.276347018778324127e-02,-1.498309224843978882e-01,-9.553316235542297363e-01
-9.599494189023971558e-02,1.266311705112457275e-01,-9.613606929779052734e-01
1.329448726028203964e-02,-1.343982964754104614e-01,-9.532377123832702637e-01
-1.585566699504852295e-01,3.533669188618659973e-02,-9.635468125343322754e-01
-1.661679744720458984e-01,2.773862890899181366e-02,-9.629862904548645020e-01
1.584268361330032349e-02,1.334628611803054810e-01,-9.607983231544494629e-01
1.372699737548828125e-01,-1.819194148993119597e-04,-9.558823704719543457e-01
1.251343339681625366e-01,-8.628529496490955353e-03,-9.556252956390380859e-01
-5.502739921212196350e-02,1.428780108690261841e-01,-9.587662220001220703e-01
1.355793774127960205e-01,-1.643683575093746185e-02,-9.558917880058288574e-01
4.552242159843444824e-02,-1.069488301873207092e-01,-9.502331018447875977e-01
-1.992129981517791748e-01,8.369661122560501099e-02,-9.686785936355590820e-01
-1.902812719345092773e-01,5.444478988647460938e-02,-9.659294486045837402e-01
-4.323415830731391907e-02,1.130809038877487183e-01,-9.581659436225891113e-01
1.396044343709945679e-02,1.515871733427047729e-01,-9.613561630249023438e-01
-1.052367407828569412e-02,1.535374969244003296e-01,-9.591624736785888672e-01
1.222952455282211304e-01,-1.737712509930133820e-02,-9.550116062164306641e-01
-8.458440750837326050e-02,1.205944195389747620e-01,-9.602443575859069824e-01
2.067974023520946503e-02,1.110217198729515076e-01,-9.582864046096801758e-01
-1.858769357204437256e-01,9.920562058687210083e-02,-9.677953720092773438e-01
8.093842118978500366e-02,-1.069197282195091248e-01,-9.527829885482788086e-01
1.258305162191390991e-01,3.847675165161490440e-03,-9.549418091773986816e-01
4.909456148743629456e-02,-1.472190022468566895e-01,-9.543015956878662109e-01
2.595805004239082336e-02,-1.078443825244903564e-01,-9.485289454460144043e-01
-1.809985339641571045e-01,1.089038923382759094e-01,-9.669270515441894531e-01
-1.938348710536956787e-01,9.395889192819595337e-02,-9.684777259826660156e-01
-1.753521859645843506e-01,3.172791004180908203e-02,-9.639438986778259277e-01
1.437427401542663574e-01,-1.006826106458902359e-02,-9.558005332946777344e-01
-2.479390008375048637e-03,9.934855997562408447e-02,-9.557522535324096680e-01
3.204726055264472961e-02,1.191904991865158081e-01,-9.588746428489685059e-01
-2.012060135602951050e-01,7.610356807708740234e-02,-9.680632352828979492e-01
2.090173959732055664e-02,1.443051248788833618e-01,-9.609832167625427246e-01
-6.988552212715148926e-02,1.448200941085815430e-01,-9.585973024368286133e-01
-1.129135563969612122e-01,1.382182538509368896e-01,-9.611387848854064941e-01
-3.238254785537719727e-02,1.510615646839141846e-01,-9.581722021102905273e-01
2.657027915120124817e-02,1.081618741154670715e-01,-9.574843049049377441e-01
-1.306371539831161499e-01,3.351022303104400635e-02,-9.590990543365478516e-01
-5.639961920678615570e-03,-1.621351540088653564e-01,-9.586585164070129395e-01
1.149875521659851074e-01,-2.116200514137744904e-03,-9.541209340095520020e-01
-3.236631164327263832e-03,-1.242157965898513794e-01,-9.487554430961608887e-01
1.104908362030982971e-01,-1.327079068869352341e-02,-9.532974958419799805e-01
-1.790620684623718262e-01,2.146104909479618073e-02,-9.633016586303710938e-01
8.073975890874862671e-02,-1.274498701095581055e-01,-9.543639421463012695e-01
-1.524239033460617065e-01,1.329230219125747681e-01,-9.618765711784362793e-01
-1.960327662527561188e-02,-1.574635356664657593e-01,-9.579928517341613770e-01
-4.166016727685928345e-02,1.476543545722961426e-01,-9.569533467292785645e-01
-1.924015954136848450e-02,1.551635116338729858e-01,-9.572813510894775391e-01
-1.033691614866256714e-01,8.041640371084213257e-02,-9.592849016189575195e-01
-5.448258481919765472e-03,-1.384414434432983398e-01,-9.528585076332092285e-01
2.929559350013732910e-02,1.539606153964996338e-01,-9.609035253524780273e-01
1.710313558578491211e-02,-1.076653301715850830e-01,-9.473868608474731445e-01
1.459501031786203384e-02,1.002950519323348999e-01,-9.556268453598022461e-01
-2.049310952425003052e-01,6.511735171079635620e-02,-9.663092494010925293e-01
-2.109738588333129883e-01,5.815923213958740234e-02,-9.661658406257629395e-01
1.020853668451309204e-01,-1.069071218371391296e-01,-9.536266326904296875e-01
1.483754217624664307e-01,-3.144545108079910278e-02,-9.537535905838012695e-01
6.275737285614013672e-02,-1.572127044200897217e-01,-9.539982676506042480e-01
-1.722743064165115356e-01,1.614402607083320618e-02,-9.613588452339172363e-01
-3.393902257084846497e-02,-1.622627526521682739e-01,-9.589185118675231934e-01
2.378703840076923370e-02,1.566468775272369385e-01,-9.597393870353698730e-01
-8.669812232255935669e-02,1.436396837234497070e-01,-9.582114815711975098e-01
3.810860589146614075e-02,1.149677932262420654e-01,-9.569326043128967285e-01
-1.982343196868896484e-01,4.588838666677474976e-02,-9.645241498947143555e-01
-1.506187319755554199e-01,2.857605926692485809e-02,-9.603420495986938477e-01
5.310231074690818787e-02,-8.874670416116714478e-02,-9.481464624404907227e-01
-1.994218528270721436e-01,3.318843245506286621e-02,-9.638961553573608398e-01
-1.684033423662185669e-01,1.225640103220939636e-01,-9.639281630516052246e-01
-1.782058775424957275e-01,1.188843324780464172e-01,-9.651106595993041992e-01
1.251545846462249756e-01,8.537054061889648438e-03,-9.528661966323852539e-01
-2.048588246107101440e-01,2.790766209363937378e-02,-9.636136293411254883e-01
8.502086251974105835e-02,-1.653110980987548828e-01,-9.535829424858093262e-01
6.885949522256851196e-02,-1.728303432464599609e-01,-9.538701176643371582e-01
-8.743352256715297699e-03,-1.762592941522598267e-01,-9.604786634445190430e-01
-1.808386147022247314e-01,1.562222000211477280e-02,-9.618468284606933594e-01
9.971798956394195557e-02,-8.786410838365554810e-02,-9.515531063079833984e-01
4.232480749487876892e-02,-1.905262023210525513e-01,-9.581047892570495605e-01
7.923991978168487549e-02,-8.125369250774383545e-02,-9.493130445480346680e-01
